Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=-1
1330983,PIK-93,-0.485013783,-0.600294022,-0.243226483
905972,WZ3105,-0.801369557,-0.874360413,-0.901781865
910900,Alectinib,4.506619826,4.273589198,4.180258549
908471,A-770041,4.042269448,3.003913593,3.357093031
906838,QS11,4.51046408,4.052172396,3.787000604
1298347,GW-2580,3.996318933,5.087770213,4.912402672
1524417,Idelalisib,3.75761281,4.012860038,4.241054519
908467,Etoposide,2.398004238,2.096234648,0.523491617
1240198,HG-5-88-01,4.63774208,3.453968255,4.111908678
1298538,Masitinib,4.381485029,4.651838582,4.755863875
924106,Belinostat,-1.191062785,-1.150632277,-0.788144829
924247,UNC0638,3.744503041,2.307691513,2.51464753
1327774,WH-4-023,-0.653500844,-1.375037649,1.079937201
909976,CI-1040,3.27672231,3.376775861,3.091755186
687815,Pazopanib,2.195701858,3.1316136,3.253358083
753548,EHT-1864,3.451527828,2.887736033,2.638671792
1287706,QL-X-138,1.501199745,2.226692693,1.520912052
910905,XMD13-2,5.884262006,4.36282504,4.594673897
688031,UNC0638,3.278705848,2.96094342,2.602513196
949176,Linsitinib,1.33891876,0.83537909,0.917230401
924247,Quizartinib,2.398548329,2.429719464,2.292965192
946370,YM201636,2.425299676,2.62166692,2.949670787
907312,ZSTK474,3.458517494,2.718768869,2.473167651
906817,Talazoparib,3.896094418,3.871795042,2.733687035
924102,PLX-4720,3.095838448,3.532072952,3.045623144
1330972,T0901317,4.276912697,4.375259301,4.232999515
906797,Nilotinib,3.297412508,2.98674881,2.725678457
908144,Gefitinib,1.295147067,1.581351109,1.593733172
688087,Seliciclib,3.736008834,4.433852624,4.615350093
907300,Lenalidomide,3.325265547,3.114378565,2.883552304
717431,SNX-2112,-0.648911688,-0.500599105,-0.512716982
688025,CMK,3.298842129,2.991973803,2.914880894
1297446,Temsirolimus,-1.550294898,-2.117975409,-2.954944259
687452,Palbociclib,3.543290071,0.883495651,1.228167372
910922,Bexarotene,3.82250457,2.595402184,2.845446772
1240179,Tanespimycin,-1.847789259,-2.14033141,-1.228951049
908475,SNX-2112,-2.315699564,-0.456546645,-0.778055809
1322218,Cyclopamine,5.017006691,4.673939732,4.283327076
1298226,HG-5-113-01,2.287330227,1.502233763,1.839358094
907072,PF-4708671,3.192891761,3.384132021,3.260665116
906812,WH-4-023,4.212653458,3.818061447,3.553584813
924244,XAV939,2.964506172,3.325992148,2.867632667
906813,Dabrafenib,3.772659445,2.608748504,2.881402469
1290795,BMS-754807,0.638426119,0.924682728,0.44101282
1524419,Doramapimod,2.362508132,3.251008544,4.167461478
909780,NG-25,4.723154547,3.38992395,3.938515832
907073,FH535,0.138603585,0.884731831,0.946020186
949165,GW843682X,-4.229264657,-4.050829143,-3.672708597
749713,Etoposide,-0.655144171,-0.008575741,1.522042853
1290907,GW-2580,5.615033972,5.221573375,4.84630556
909750,KU-55933,4.213491088,3.599947265,3.436825089
909711,LFM-A13,5.294317486,5.855711597,5.275253175
753616,OSI-027,2.682752991,3.214759308,2.336941503
1290767,BMS-754807,4.195473446,2.467274027,2.109247758
910548,CI-1040,2.091178654,2.627472851,2.327872746
688023,GSK319347A,3.03095897,4.097084102,3.565707604
1298358,NPK76-II-72-1,5.281169643,4.810032252,4.576497081
911905,PHA-793887,3.463506429,2.32023361,3.067014151
749715,SGC0946,0.82827643,1.475756181,1.572147128
1303896,Selumetinib,3.294306399,2.548411879,2.729426421
909699,GSK690693,4.55539642,2.687312302,3.291021219
907072,IOX2,-0.068974513,-0.218577317,-0.155249419
906830,CCT-018159,2.496020457,3.640501084,3.872868731
905983,Bexarotene,3.268303024,2.688167618,2.474942886
1331036,Obatoclax Mesylate,-3.968877182,-3.351064516,-3.058913669
924238,PHA-665752,3.071972134,2.789194146,2.460168665
1303912,AR-42,5.105110136,1.972275604,0.923073545
688121,GSK429286A,5.68312764,5.108532383,4.870226897
905984,BIX02189,3.830042012,4.228405569,4.13844067
907322,XMD8-92,2.933022584,3.637798806,3.280243795
1240172,VX-11e,4.905852455,4.182706098,4.013307593
753531,CP724714,3.470855956,3.497895684,3.668552109
1240131,Fedratinib,4.210926614,2.314083048,2.588917307
949156,WH-4-023,3.934636451,2.417406058,1.179088273
909975,NG-25,2.871749091,3.176015605,2.799764987
909744,IOX2,0.261865996,0.074111726,0.321871254
908481,PAC-1,3.168531712,2.564492901,2.299449824
971777,Dactolisib,-3.758790492,-3.7602152,-2.729893346
909777,HG6-64-1,-0.51700216,0.658186449,1.554448325
907062,TAK-715,5.669845924,4.401788836,4.594493843
1240219,PAC-1,0.273388936,0.801512555,1.673388467
1297447,MK-2206,2.219709414,1.324908232,1.452216814
688023,Bryostatin 1,-2.266879369,-2.346969201,-2.243622241
910692,WZ-1-84,5.031329918,4.156377742,4.002637022
1298356,Nilotinib,3.534902717,3.849605462,3.369359029
905950,ZSTK474,0.921069129,0.891194847,1.583300625
909706,CUDC-101,1.520285918,0.56495467,0.14853294
907323,Palbociclib,2.152663397,2.081977006,1.713778445
753565,CP724714,4.920452026,3.912808698,3.961116121
753565,UNC1215,1.771137676,2.341531028,2.129266992
1331050,XMD11-85h,3.902893713,2.650642531,3.607168569
687985,Zibotentan,5.037884803,5.046318337,4.453340172
946368,GW-2580,6.09835016,6.009942859,5.313102014
910932,Tivozanib,0.432313873,0.841685142,0.675872601
1240185,CHIR-99021,3.652368655,2.905078904,2.577822026
724873,EHT-1864,4.153977601,4.184590152,4.40403054
907270,YM201636,2.590608779,1.591925881,2.646698547
1331048,PD0325901,1.133740558,0.90726592,0.683261554
724828,Temsirolimus,-2.525301731,-1.703256942,-2.013487701
949178,CGP-60474,-0.914590848,-1.04135669,-1.568975398
1322224,Axitinib,-1.789467122,-1.370331323,1.008573828
907058,FMK,4.287462905,5.114514191,5.207303943
687452,JW-7-24-1,1.596047217,1.016955655,0.899577165
1298359,Pelitinib,3.283199819,0.957885914,1.175396438
907317,Rucaparib,2.765567822,3.367617446,3.103200749
753546,A-770041,3.851922332,3.13082387,2.618016475
908449,Nutlin-3a (-),2.653713514,1.703485299,2.484684326
971773,FR-180204,3.33165831,3.353171891,3.608240539
1240159,BIX02189,4.410076214,4.925109102,4.3501896
910911,GSK1904529A,3.034727077,2.514269,2.495409306
684055,Parthenolide,4.292026883,3.572586241,3.631508966
687995,PLX-4720,3.036218107,3.020692721,3.41121449
1660034,I-BET-762,1.42877607,3.394479577,2.63793168
1331034,BAY-61-3606,-0.024063667,-0.035279312,0.272290314
910784,GSK429286A,4.003917785,4.406140582,4.03652026
909776,HG6-64-1,-0.264368288,0.875660618,1.969179566
753594,Enzastaurin,3.486879007,2.967876835,2.865553331
908482,BIX02189,4.64423187,4.402803572,4.072082934
910545,PHA-793887,-1.399074437,-1.408584239,-0.901895227
1247873,JQ1,1.17877668,2.089811672,0.930296323
1240170,Selisistat,5.530364564,5.130065615,5.215200509
907041,YM201636,3.418432847,3.131032172,2.56628877
906824,KIN001-244,1.302016369,2.400449086,2.049377724
1298348,Trametinib,-2.662773147,-0.682530619,-1.279299367
907319,Fedratinib,2.104297021,2.411225036,1.870528861
907045,Dabrafenib,3.449199168,4.940037093,4.914882401
907286,AZD7762,-0.352570603,-0.709434508,-1.217181242
687777,Dactolisib,-2.500622351,-1.846632544,-1.674833037
1524414,Navitoclax,1.490543912,0.460005896,1.188531507
687563,EHT-1864,2.658677884,3.23888649,3.63923162
924151,VX-11e,0.890898483,1.274158908,2.002337923
683667,IPA-3,5.55668113,4.334118404,3.392595032
907285,HG-5-88-01,1.959794794,2.430491263,2.943663678
1240191,YM201636,1.283280232,2.061793808,1.347455585
909736,UNC0638,1.847875391,1.985372968,2.029810835
908131,JQ1,-2.348750331,-0.309859212,-0.301726954
1240162,SB590885,4.615014304,4.073443776,4.306202235
713878,UNC1215,3.113282522,1.991503879,1.962341459
910927,QL-X-138,2.338950096,2.595405623,2.206855233
906820,NPK76-II-72-1,4.592588665,3.227434541,1.992769904
924244,Navitoclax,2.13712794,1.707657974,2.346546737
910691,Alectinib,3.809598682,3.954065291,3.208843822
1299080,Masitinib,2.122907882,2.888008447,2.511628132
909724,AR-42,-0.473884481,-0.550328902,0.084922065
1298223,Belinostat,-0.101757533,0.71566936,0.263787633
908452,AZ628,2.387641945,3.237849155,2.855309681
753623,WH-4-023,-1.601809756,0.130657523,-0.572955597
724863,NSC-207895,5.284780541,4.613020696,3.698931302
910687,PHA-793887,1.18149345,-0.738702675,-0.543493129
1298362,SL0101,5.02754953,4.191890797,4.018320599
1290922,PF-562271,2.208718284,2.584971603,2.457073856
908131,SB-505124,5.163392971,4.044632989,4.214956327
910900,Nutlin-3a (-),4.624654418,3.218147165,3.62089784
910951,Daporinad,-6.417920427,-7.06618214,-6.457181231
910554,AZ628,3.752046624,3.866655285,3.206217201
1331050,A-770041,3.668949307,2.871194928,2.784059302
688031,EHT-1864,4.086419426,3.592847061,3.768593869
908152,T0901317,3.125632038,3.864156888,4.326218644
1298151,AS605240,2.482807519,0.507078736,1.573460192
1331039,A-443654,-1.878034825,-1.03770256,-1.049132647
753574,TAK-715,4.326831514,4.31679371,4.785362943
906696,Navitoclax,0.570336135,-0.212135672,0.703660055
1290808,ZSTK474,3.397344713,2.834987205,2.803684162
1290908,AT-7519,-0.932679726,-0.669776535,0.144523369
1290812,Lestauritinib,0.960847956,0.417411306,-0.073648292
753531,UNC1215,2.280473206,2.196895665,2.080967429
909709,QL-XI-92,2.759744942,3.107186492,3.385076504
753583,HG-5-88-01,1.7746147,3.501595748,3.631834193
908452,GSK319347A,2.027448768,4.249878128,4.209048948
909723,CCT007093,4.235488087,3.753380936,4.074126408
749716,CAY10603,0.664133499,0.721673521,0.775421118
1330972,Palbociclib,4.047594908,2.412352029,2.848148559
910689,XAV939,4.991882704,3.711726408,3.875057869
753622,AT-7519,0.418559301,1.113694549,1.244525844
908449,Palbociclib,2.091851706,0.107831,1.74462681
753556,AR-42,-1.43401417,-1.235853022,-1.143606993
687804,PIK-93,3.110482235,2.645033358,2.541712313
998189,Dactolisib,-2.652484545,-1.769420008,-1.92164366
1660034,Olaparib,3.170117314,3.715429665,3.871689417
910694,FTI-277,3.29793572,2.456797512,2.54459661
1331038,Navitoclax,-0.889254998,2.414153548,1.05754939
910922,GSK1070916,0.744685992,1.220454421,0.527335626
1331025,PHA-793887,3.458710321,1.981612967,1.914134748
1290795,PLX-4720,5.15402306,3.930242455,3.892437585
753620,XMD8-85,4.6010362,3.246422458,2.254146569
908143,Gefitinib,1.991665264,2.009855959,1.596665368
910931,ZSTK474,0.538944048,1.725038427,1.503742726
1240169,Masitinib,4.89137079,4.717461365,3.933268977
908460,PF-4708671,5.508489157,4.80860435,4.860625594
910546,Omipalisib,-3.100795905,-3.811366758,-3.463785439
906790,Quizartinib,2.25075208,2.362854975,2.276462653
1298219,PD0325901,-2.769364633,-1.445587588,-1.278663652
1331039,NU7441,1.421102298,1.620641605,2.134324827
1240196,IOX2,0.324534107,-0.230908287,0.049357672
910925,KIN001-270,4.247289827,4.42798381,4.306239081
906868,DMOG,6.836046714,5.930560345,4.879755
907169,Fedratinib,4.370146319,2.554233039,2.398158254
905991,GSK650394,1.986490872,2.203415914,2.380611011
906818,Embelin,1.345128522,1.716335427,1.741772359
909700,YM201636,1.125557085,1.926852845,1.385714274
907064,KIN001-260,5.186189526,5.122557158,4.789874846
749715,CGP-082996,3.564874395,3.628870063,3.168237191
713880,JNK Inhibitor VIII,4.266269147,4.179692596,4.120618065
1330984,Rapamycin,-2.537011356,-3.102029321,-2.550390591
687802,QL-X-138,2.245775428,2.772049015,2.587311317
1240169,QS11,4.937948913,3.726230916,3.19057268
1503361,Afatinib,0.944630236,1.467368705,1.58126882
909780,CHIR-99021,3.44796483,2.966206733,3.478098385
907278,YM201636,0.913402727,1.186174967,1.091227888
909716,Fedratinib,0.916479973,1.166981327,1.829193786
908144,CI-1040,2.117001485,2.968231783,3.310447111
910567,OSI-930,4.236421516,4.3277787,4.019896375
906827,MK-2206,3.049685281,1.977251887,2.051958288
908469,Etoposide,4.865660954,2.556300339,2.487583238
687586,PI-103,3.292558676,1.080960043,0.733160228
910697,AZD6482,2.837956493,1.647833506,2.460946851
1297449,GSK319347A,3.564795791,3.362179483,3.354700749
1240210,Bexarotene,2.710630594,3.64753865,3.443533252
910695,CGP-60474,-1.146123076,-2.423256659,-2.561854454
1331032,FH535,2.296546613,2.711066358,2.746812034
724869,JW-7-24-1,1.529050328,1.789051413,2.33937628
908449,SGC0946,2.209862963,1.821389089,1.830138024
687815,KIN001-244,5.087261985,4.079667293,3.923557382
949088,Bosutinib,-0.067231088,1.316854579,1.555733019
906808,Fedratinib,2.115516595,3.28806495,3.259757724
1298168,CCT-018159,3.772411349,3.608493793,3.015724421
753551,AZ628,3.989062749,3.909972792,4.139212223
949164,Refametinib,3.378726483,3.268604423,3.420264333
946354,XMD14-99,4.525014524,4.34249716,4.471216326
753531,CUDC-101,-1.010689852,-1.586777491,-0.96236155
909707,Masitinib,6.649895117,6.359779637,5.461776915
753570,HG6-64-1,-0.049066677,1.210090531,0.887728753
905985,QL-X-138,1.528706433,1.35433238,1.746658984
909774,PF-562271,2.145215614,2.074936739,2.008595215
908471,CI-1040,1.984142561,3.055717446,2.820648994
722066,QL-X-138,0.336910028,0.845774422,0.996606527
1479988,AICA Ribonucleotide,7.243536508,7.655225015,7.105068411
908143,TAK-715,2.685312552,3.321909623,3.313903011
909738,Tamoxifen,3.811953134,4.012503615,3.697027598
1299070,Axitinib,1.574483771,0.860498041,1.043978679
949164,LFM-A13,4.588886881,4.002117986,4.323179349
906868,RO-3306,1.490241162,2.072471748,2.489679279
907289,T0901317,3.532224021,4.186389951,3.882492142
1240146,CP724714,3.152180733,2.518667171,4.18397065
909713,AZ628,-4.061245846,-3.808046636,-1.117417055
906798,UNC0638,4.680161529,4.143719458,4.456478705
1524418,Selumetinib,3.460578408,1.498474008,2.031483762
722046,IOX2,-0.671732807,0.042585888,-0.033741732
907796,DMOG,5.38182894,6.35882017,6.03382735
909781,XMD11-85h,5.034374617,4.121481487,4.305519358
906873,NU7441,1.941584325,2.519571861,2.498880926
1330985,Pazopanib,3.391788352,3.365638576,3.316331401
1240182,SN-38,-1.4317635,-1.167228527,-1.624072782
687561,Avagacestat,5.063869756,4.911627189,4.608379341
1240222,RO-3306,2.401847265,3.160225174,3.141362287
907071,CUDC-101,-0.983641282,-0.238430376,0.844964672
1240202,Tanespimycin,1.660178723,-0.998718376,-0.959368312
906805,CCT007093,2.831725853,4.109511485,4.039856287
908146,YM201636,1.04011637,0.947842829,0.861772663
905978,Lestauritinib,-0.144309014,-1.656621831,-0.604718355
910780,IOX2,-0.669032617,-0.464177062,-0.479507533
1290797,Cabozantinib,2.822757562,2.448731945,3.043667856
924102,SB52334,3.369900663,3.855980784,3.693961774
907043,Talazoparib,1.267249812,1.733899128,1.642839905
909749,LFM-A13,3.992026387,3.101016279,3.770191261
687448,Pelitinib,3.568149995,2.865628251,2.821391562
998189,PD173074,1.870799678,3.136415112,2.623579959
908448,TPCA-1,0.846718414,-0.641190877,-0.246622569
905944,BAY-61-3606,2.360212633,1.57086968,1.961933084
908132,JNK Inhibitor VIII,3.334609666,3.937654866,4.225602579
1240143,GSK1904529A,2.669815169,2.426945705,2.109300202
1303897,(5Z)-7-Oxozeaenol,1.423983033,1.308760396,1.404436287
1331036,Alectinib,2.301454486,2.697230234,2.201783764
1287381,Temsirolimus,-1.403143452,-2.044535279,-1.631672739
749713,Erlotinib,3.130687295,2.763026438,1.810852023
1240185,TPCA-1,1.370819321,1.944009153,2.159461219
905937,NU7441,2.754057165,2.090789562,2.021326823
909740,XMD11-85h,3.49662229,4.373585515,4.296484254
909774,Navitoclax,1.808232894,1.906837296,1.80970759
908444,FH535,2.360388265,2.452788678,2.569321187
1240122,PLX-4720,4.366676664,3.97429516,4.564072891
753574,SB-505124,4.919045741,4.271610328,4.513650268
1327766,SB590885,3.536236538,3.176601209,3.676602936
908457,SB52334,4.497698206,2.85556883,4.036715789
909249,WHI-P97,2.990557447,3.549335499,3.382880735
1240210,Axitinib,1.012607225,0.676847421,1.448026821
1290905,Linifanib,2.594997125,2.759862849,2.679393137
908141,GW441756,2.867262489,1.909891821,2.563224665
917486,Amuvatinib,4.594230764,3.825167791,3.653436203
949088,Tanespimycin,1.093130242,1.805875494,1.515455298
1290813,Masitinib,2.974987601,3.23172635,3.559699021
910401,Talazoparib,3.138682854,3.629490303,2.865170625
906871,Ruxolitinib,3.235841791,3.490447164,3.638962645
909728,Lestauritinib,-2.827980309,-0.774141302,-0.919420362
1240190,Lenalidomide,4.299995422,4.106626942,3.383010678
1330995,Rucaparib,4.000069845,3.890657683,3.762401548
908482,Dactolisib,-0.434888015,-0.416754431,-0.932323672
908129,FMK,5.108140097,5.546319819,5.081615966
909781,GW-2580,4.92384799,5.434897099,5.298920275
724825,SB-505124,3.24605056,3.054874166,3.30488289
910549,IPA-3,4.304394821,4.309733792,5.688072605
909975,Omipalisib,-4.092106739,-2.734737844,-2.616959576
1503365,Fedratinib,1.964176999,2.184789578,2.077115559
909771,Alectinib,1.161268125,2.626429375,2.888363641
905976,Cabozantinib,4.064531737,3.533222299,3.488052672
910706,OSI-027,-3.051649009,-3.041470454,-2.26684412
1298222,SN-38,-3.567326331,-3.936568123,-3.930433711
908152,NSC-207895,4.892832344,4.068452877,5.078170629
910906,BMS-536924,2.413269492,1.831395942,2.241553502
906836,GNF-2,1.724614822,1.959125427,2.042408201
907298,SN-38,-5.06388802,-4.666168836,-4.291935224
753572,Pelitinib,1.716567679,1.646632576,2.335610138
1240170,Doramapimod,3.375362453,3.529358884,3.775688669
687821,PIK-93,3.779247491,3.6743912,3.189393612
713878,Serdemetan,3.09504749,3.089080666,2.778952461
910779,Cabozantinib,3.871789638,3.528992144,3.025909609
906800,Bosutinib,-1.660414993,-0.762968153,-0.077784244
905983,I-BET-762,3.282513257,3.047112701,3.001962725
1331032,Elesclomol,-1.702249207,-0.777609483,-1.278676671
1331039,Tanespimycin,-0.80031208,-0.396359123,-0.852206697
906794,KIN001-266,4.098654719,4.512248159,3.791480819
908452,Midostaurin,1.521485252,0.879772742,0.41354347
910544,NVP-TAE684,2.974302267,2.611372669,2.376781249
907281,MPS-1-IN-1,2.369944862,2.390048227,1.829079441
910700,Refametinib,-0.5400333,-0.418258849,-0.343220098
1290771,CI-1040,0.589620048,0.916562876,0.763254481
753558,Pelitinib,1.651013921,2.195009401,2.669318732
1290722,Nutlin-3a (-),4.757745472,4.024821689,3.705467273
1331034,Imatinib,1.957361737,1.986445552,2.216970782
906765,Amuvatinib,4.781402992,3.815563295,3.947519986
905948,HG-5-88-01,4.857072176,4.062420958,3.981169376
949176,Pictilisib,-0.263292388,0.145629483,1.188181226
753604,JQ1,0.440555072,-0.30477411,-0.240950266
907068,GSK1070916,3.233845972,2.277842163,2.576755214
1480364,UNC0638,5.142816996,3.895276193,3.387903321
907313,Seliciclib,2.622653653,3.408490596,3.488637293
909704,FR-180204,4.517520069,5.003971105,4.389549367
905978,Tivozanib,1.05623215,0.709947684,0.154011555
753565,Dasatinib,-1.207959698,-0.40130114,0.472428121
753573,AT-7519,-0.695458492,-0.078945258,-0.484234984
909784,QS11,5.387054916,4.634306323,3.517821452
909769,Enzastaurin,3.615096577,4.310232439,4.467152223
906814,Dacinostat,-0.693546804,-2.174143904,-2.746251449
949165,QS11,1.951521663,1.992732567,1.518721441
909728,NSC-87877,4.815023642,4.918079888,5.005956853
908126,KIN001-260,2.993172278,2.632520247,3.109433355
1330931,Seliciclib,2.776595798,3.439894597,3.639483646
753584,Tipifarnib,0.95429737,1.613257688,2.017529608
907319,UNC1215,1.993304906,1.824860709,1.929032403
908136,NSC-87877,4.439528366,4.442021113,4.231708927
910546,XMD13-2,2.131926528,1.812850176,2.079917812
906871,UNC1215,2.260766794,2.144253936,2.121389585
684072,Sunitinib,0.827277292,1.858876224,2.692082371
735784,UNC1215,2.835835398,2.694869149,2.835386124
1240200,Nilotinib,3.74937284,3.295470729,3.321167793
1299075,Enzastaurin,3.410309555,2.645029919,2.078464856
909761,PFI-1,4.951159394,4.233616807,3.186304452
907786,WH-4-023,-3.310196033,-1.252260621,0.132705909
906842,Axitinib,1.858335941,1.683023669,1.609633894
925346,Lestauritinib,-0.938537609,-0.688293931,-1.093418955
724863,Camptothecin,1.022307521,0.340867032,-2.085228621
908483,Bosutinib,1.637100912,1.7516968,2.697371722
1290730,SB-505124,2.928375089,3.837383925,4.389561158
713880,T0901317,3.85158335,3.7291103,3.747981048
1299052,Dactolisib,-0.333734368,-0.754974313,-0.829627656
924187,KU-55933,4.841545316,4.925187461,4.351534476
1331050,PIK-93,2.942453905,2.339167487,2.114791959
924247,JW-7-24-1,1.585644393,0.694971425,1.046579876
905952,WHI-P97,2.84281401,3.038141954,3.247967284
907055,KIN001-260,4.019540444,3.820724668,3.660642769
753531,YM201636,2.062992774,2.199494774,1.975134231
910947,A-443654,-1.965766741,-0.879568089,-0.648392775
1299080,KIN001-244,1.930880593,1.465951489,2.099196566
687506,MPS-1-IN-1,4.713901314,4.629288158,4.944523449
910554,Olaparib,4.619508275,3.929313939,3.926520037
687588,FMK,6.111723991,5.989954453,5.268349483
1240219,BMS-754807,-1.029385459,-2.153569771,-0.574344319
1327771,Ruxolitinib,3.565952752,3.547467167,3.513142269
753604,I-BET-762,2.755690666,2.450239434,3.367127396
1298134,PAC-1,3.233596648,2.612303887,2.285618121
949179,SL0101,5.118125334,4.282133024,4.304879468
905977,Embelin,3.770393422,2.329814034,2.677119745
1298215,Ispinesib Mesylate,0.12848079,-0.253103762,-0.771699156
1240167,IOX2,-0.319097951,0.053687433,-0.09513866
1323913,TW 37,-0.808820411,-0.972742758,-1.192879165
909707,TW 37,-0.691095324,-0.337346985,0.054536239
909719,Omipalisib,-1.194884932,0.356502464,-0.645373745
1330931,Lapatinib,2.269012905,2.61844487,2.708259192
924102,Lenalidomide,4.208186508,3.587180408,3.621855342
905961,Zibotentan,5.273611322,5.412965932,5.477380169
1298365,Tivozanib,0.868922977,0.537699762,0.17088022
909742,A-443654,-1.046169992,-0.833762379,-0.784437027
908440,OSU-03012,1.757013417,1.460907777,1.483764636
908152,CUDC-101,0.963646402,0.549212753,0.758377681
684062,WHI-P97,3.746078817,3.765042907,3.347871732
909248,CGP-082996,3.611247409,3.19298928,3.226020395
906824,Veliparib,3.707682939,4.20649086,3.649868047
908143,Temsirolimus,-1.67052612,-0.886717298,-1.388665226
1290798,KIN001-270,5.344174893,5.382001379,5.284694075
905952,UNC1215,1.524138156,1.657800198,1.765562033
1327775,TAK-715,2.333813778,2.489660856,2.561607131
906855,Fedratinib,0.797496598,0.385766087,1.225643674
688121,BMS-536924,2.542992831,1.54808246,0.212935877
924108,KIN001-270,5.942758547,5.724683913,5.849337503
906696,MPS-1-IN-1,2.916202433,3.808999813,3.022220107
688031,PF-4708671,4.371772451,3.768104064,3.860360778
687588,Quizartinib,1.673979967,2.664203294,2.202214247
908460,XMD11-85h,4.637834195,4.716460385,5.014127062
906838,PD173074,0.943423533,1.506607371,2.051042668
905978,PI-103,-1.131387789,0.190355363,0.81073889
909770,Lenalidomide,3.978663609,3.669490942,3.76273488
1240204,Nilotinib,3.229810118,1.992232936,2.689028583
906847,CP724714,4.648083494,4.337226969,4.563630003
1290908,Bryostatin 1,-2.710587449,-2.391456196,-2.104746751
908131,YM201636,4.615148178,4.418244458,3.837015466
908451,PD173074,1.107961942,1.553763606,1.681045167
907053,GSK1070916,0.779696961,0.917563733,0.917188151
909776,TAK-715,4.398187273,5.145695643,4.808352324
910919,Vismodegib,4.014427462,3.792434882,3.364012935
907172,GSK1904529A,2.641613322,2.256227379,2.282202506
924102,PF-562271,1.213528499,0.88670628,1.394884111
1240204,GW441756,0.645429295,1.894086774,1.779642814
1240169,Camptothecin,-4.922307059,-4.741964033,-4.845030903
753546,AKT inhibitor VIII,3.63006952,3.157026705,3.211312497
687777,Embelin,2.156759433,2.418344645,2.639330596
1240204,QS11,4.993941162,2.920556636,2.358018828
1240212,Talazoparib,0.809180431,0.463715664,1.611994856
909719,Cabozantinib,2.773517938,3.089308128,2.486631878
687985,RO-3306,2.755149031,3.478727467,3.32916851
908469,Masitinib,3.461288306,3.724964646,2.296616375
1331035,Ispinesib Mesylate,-3.849048501,-3.738054851,-3.444069324
906831,Tipifarnib,0.895095844,0.464223523,1.11116078
908139,JNK-9L,-0.904697112,-0.857120588,-0.110420862
907787,Masitinib,2.41289612,2.335589013,2.102964673
735784,FTI-277,2.211227489,2.200359424,2.192250626
907171,GW-2580,5.244197245,5.41177237,5.144621708
946367,WH-4-023,1.644226908,-0.285798229,2.043275185
910900,NSC-207895,5.184634629,5.537804978,5.329984066
905959,SB590885,4.750871256,4.574609097,4.337964378
908482,WHI-P97,4.453303817,4.20893276,3.948688738
906871,Luminespib,-3.273346454,-4.269591936,-3.891658751
1240139,GSK690693,4.63462983,4.400109646,4.178244552
1524414,Avagacestat,5.460836363,5.192332473,5.158162574
687997,Serdemetan,3.572289017,4.505200276,4.567961852
908144,AZD6482,0.838683552,0.615914015,1.415030709
909718,CP724714,4.278886409,4.629452491,4.183775366
683667,Amuvatinib,3.46944353,3.724695671,3.168133162
1503371,Vorinostat,-0.395973838,0.659307424,0.567298069
724838,AS601245,1.922580441,1.862126155,1.699930898
753585,RO-3306,4.045125005,3.318303147,2.752274315
909770,Vorinostat,0.876900728,0.589381409,0.758820814
1290768,MPS-1-IN-1,4.370097191,3.304839658,3.734118149
909716,ZSTK474,1.020521723,0.950164489,0.568574779
907786,LFM-A13,4.017633055,4.124455197,4.063599536
688001,MK-2206,-0.00742529,1.409434309,1.932552168
906804,NG-25,1.848175071,1.13217559,1.283152131
949173,FH535,2.719037599,2.993800377,2.956911005
908481,Ponatinib,1.389872947,1.467905672,1.366838122
946370,Y-39983,6.405111877,4.824864198,4.71514081
908143,WZ-1-84,5.153728293,4.541517063,4.12940925
1240125,NPK76-II-72-1,3.900358716,4.649030188,4.580861108
1330935,Bicalutamide,2.102889507,2.195006453,2.247008046
910706,JNK Inhibitor VIII,3.85201199,3.512242738,3.555488518
1240184,IOX2,0.13000928,-0.203039403,-0.4804853
1240226,Fedratinib,5.200520122,3.647849383,3.001805271
905940,AZD6482,3.525015736,3.753940503,3.865399332
907279,KIN001-270,5.237685347,5.577086877,5.622562571
905985,Belinostat,-0.036525563,-0.089870925,0.039039716
1290908,Olaparib,3.693978723,3.446989642,3.066013662
946354,JNK-9L,-0.556169345,-0.801964127,-1.311033261
906813,Trametinib,1.327797441,-1.239942548,-2.279548093
1240155,LFM-A13,5.025278594,4.247234067,4.72118108
909758,XAV939,2.209307818,3.372322175,3.007701105
1240216,Vismodegib,4.110349606,4.477997444,4.43104816
908446,Dactolisib,-1.353604761,-1.033728853,-0.584822923
909759,SB590885,1.8342289,3.26941577,2.225626987
906765,KIN001-260,2.628530573,2.992669945,2.936830484
1327766,SB-505124,3.894534608,3.568542036,3.826599868
906844,TW 37,-0.453854439,-0.992372162,-1.631464806
907071,Embelin,2.447899719,1.889112579,2.074736297
946367,AZD8055,1.84908148,0.999858914,0.75341196
1303896,Midostaurin,-1.187802537,-1.097785685,-0.942478032
906817,SB216763,5.586172583,5.148061886,5.034420798
907176,GSK1070916,3.327902485,3.377575417,3.441378013
683667,BX-912,3.428669864,2.131289586,1.680885133
1503368,Refametinib,1.914774024,1.410965993,1.599941582
1240167,Nilotinib,3.328453945,3.169810265,2.889134703
749710,Omipalisib,-2.451999281,-3.576815254,-2.422251135
907057,Quizartinib,2.433332081,2.341473057,1.99409783
1298531,TW 37,-1.844177134,-1.271253943,-1.271320388
