Cell,Drug,IC50,IC50_Predict
909704,SNX-2112,-2.821887841,-2.819436729
906844,TGX221,3.86140278,3.833891916
1240181,GSK1070916,3.285195638,1.91487228
910910,Tivozanib,0.008199826,1.074500589
905991,FTI-277,2.164446714,1.431897408
1330942,CI-1040,0.25547569,0.936784271
905957,CCT007093,4.496530192,4.107133942
907044,Refametinib,1.996957563,2.495911393
1290795,Tamoxifen,4.322843561,3.800960285
949156,T0901317,4.999897915,4.231332362
1240219,Talazoparib,0.989607404,2.004142757
1240141,Omipalisib,-1.171708865,-1.406959826
906862,SN-38,-4.651279103,-3.021768832
909703,JQ1,-1.173828732,-0.768015795
909708,GSK429286A,4.714751226,4.655875664
908450,Zibotentan,6.227840141,5.708471474
909745,Avagacestat,5.437703282,5.121580251
1240196,SGC0946,1.125245737,1.799143258
1298539,LFM-A13,4.901080912,4.691978499
910545,Avagacestat,4.724408535,3.878707577
1240139,SL0101,4.619461604,4.537534022
949172,PD173074,3.93899532,2.802841865
1290722,Motesanib,2.983543217,2.149915431
905969,Tubastatin A,4.193846086,4.702498984
924247,AZD8055,0.664723648,-0.283756598
735784,Seliciclib,3.449934858,4.632959483
909758,Alectinib,4.467258585,4.033418818
909717,Tamoxifen,4.105512968,3.684871401
908151,Veliparib,3.236926289,3.77453662
1327766,Lestauritinib,-2.081071667,-1.477804532
1298134,Cetuximab,6.359001698,5.624765955
906794,WZ3105,0.439863597,-0.264410538
908136,PFI-1,1.149495862,1.600757227
909755,BAY-61-3606,1.354836801,2.69977039
910691,Tozasertib,0.886741652,1.984338458
907270,Quizartinib,2.504872069,2.226186677
949090,Daporinad,0.938451179,1.777416708
906865,PD173074,3.137130413,2.361515258
1298529,Dactolisib,-3.193372442,-3.291183306
1503367,Veliparib,4.12776666,4.048527354
908470,KIN001-270,6.203859605,5.26592797
906792,Zibotentan,5.207749287,4.956732704
909780,Avagacestat,4.816111824,4.668556792
906999,NVP-BHG712,4.709924414,4.59411212
907073,Bryostatin 1,-4.10169097,-3.497212464
910906,PHA-793887,-2.575752357,-1.213310336
906834,BAY-61-3606,2.282212332,2.686399015
1240178,Linifanib,3.012009127,2.625819698
909738,NPK76-II-72-1,4.821101986,3.863781551
905965,T0901317,2.112349077,1.533189964
905970,PAC-1,3.295777779,3.992465344
906868,(5Z)-7-Oxozeaenol,0.184548573,0.822695505
909703,S-Trityl-L-cysteine,-0.443010078,0.28532504
910399,I-BET-762,4.322866896,4.637449278
1298475,CUDC-101,-1.856583146,-0.963608415
946356,OSU-03012,0.585891244,1.03942686
1290722,Embelin,1.759302775,2.078180405
1240185,HG-5-113-01,1.512470904,1.364869692
1524418,CP724714,1.614389103,3.473836543
905990,Vorinostat,1.441144622,1.768877795
908151,Elesclomol,0.108574182,-2.743898102
1298216,Lenalidomide,3.169891326,3.93949102
722045,EHT-1864,4.730225274,3.814986534
1298348,GSK650394,3.706614408,3.758457809
1240226,JQ1,-0.810811932,0.214527989
908136,Gefitinib,1.241559013,0.733567253
688013,Camptothecin,-8.229236936,-6.800509305
909708,NU7441,3.187175734,2.57853831
907058,PI-103,1.296178137,1.916800794
907279,Gefitinib,2.418442656,1.921712352
949170,UNC0638,2.758826251,4.098708023
909759,GNF-2,2.801033223,2.091154827
908473,NVP-BHG712,4.613027082,3.988755454
907064,CAY10603,1.000968222,1.090218188
908145,BMS-754807,0.472922961,0.40676014
906869,BMS-345541,4.480937009,4.040858741
753558,Salubrinal,2.512779198,3.76485573
907783,AZD6482,3.536994336,3.569560947
949153,PF-562271,1.653756484,1.304150606
1303897,FH535,2.755421691,2.984901357
907274,Enzastaurin,3.703465312,2.88650145
688027,NPK76-II-72-1,2.990730623,4.211809196
1240189,MK-2206,3.791256796,2.750303551
724866,Alectinib,5.082944875,4.391357272
909248,NPK76-II-72-1,2.976839721,2.301328473
907317,Tipifarnib,1.171858249,-0.298111512
909729,Dactolisib,-3.93885484,-2.958929019
724859,Palbociclib,2.400464316,1.513068544
906856,Ponatinib,-7.759223651,-5.836594069
753573,BMS-754807,0.775132369,0.000226006
910930,CGP-60474,-3.291539114,-3.083914959
1327768,Tamoxifen,3.477843166,2.998576342
907317,FTI-277,1.531041234,1.380478718
910687,CCT-018159,2.045694855,1.624847318
906836,SB590885,3.375552823,3.294463117
1659818,Rucaparib,3.963500296,3.203831798
724825,HG-5-113-01,0.370497517,0.54565344
1330935,CP466722,1.988944809,2.209504821
906793,Camptothecin,-6.891372968,-6.223452374
905969,JNK-9L,-1.511580303,-0.588195796
753566,KIN001-266,4.009523274,4.20756676
906839,Omipalisib,-2.892148048,-3.744728994
1240202,LFM-A13,4.966279721,4.820508767
688058,BMS-754807,1.040156286,1.339068477
907170,Doramapimod,4.361785986,3.865407683
1240170,PI-103,1.541461253,1.93041744
713880,Quizartinib,1.453195686,2.197125583
1503366,SB52334,0.769546531,3.081799917
908138,GSK1904529A,1.516877673,1.789219307
724866,XAV939,0.99544318,2.541335994
753535,Nutlin-3a (-),3.961470087,3.777802886
907787,Afatinib,2.142611837,1.991480543
907047,PAC-1,2.539795835,2.146229859
910942,BMS-509744,3.992178683,2.273751778
1503363,Tivozanib,-0.796675391,-0.051885388
908471,IOX2,0.027714639,-0.24794939
908144,OSI-027,-0.730752559,0.163375202
907044,Saracatinib,2.468311117,2.017944247
753556,NSC-207895,2.027343143,3.150988645
907291,KIN001-270,5.120196074,4.672529271
909717,GSK650394,2.491003274,2.643063085
910780,Pazopanib,3.938614579,3.670091284
906835,Idelalisib,4.186432692,4.554883771
1331048,Belinostat,-2.173218949,-2.253827571
1240193,Bicalutamide,1.908667432,1.691684542
910549,Tubastatin A,3.845322004,4.944851377
909702,Temsirolimus,-1.586470811,-2.661686807
924106,Rapamycin,-1.527161818,-2.74396725
1240206,Fedratinib,1.624681389,1.586261193
907072,CP724714,5.105058552,4.369095966
906852,KU-55933,4.248757522,3.691504398
907277,Alectinib,3.027825841,2.278879744
946369,TAK-715,4.298374202,5.41102489
906846,AT-7519,-2.143768026,-1.73028537
910920,Bosutinib,1.58160117,1.704183529
905949,Talazoparib,1.266574918,-0.190487727
908136,Quizartinib,2.194940376,2.143759219
949090,GW-2580,6.665361795,6.142404584
907269,Bexarotene,4.979667062,4.538830015
688007,YM201636,2.722923612,2.115561547
906830,Pazopanib,4.697810713,3.422150106
909743,A-770041,3.36786677,2.912749482
905959,PD173074,3.8295188,3.304363854
909757,BX-912,3.093176946,4.498304444
909777,CCT007093,4.495777307,3.672839251
1327765,AZD7762,-3.362289986,-3.205472142
906807,NU7441,1.079657541,1.106623331
909756,BI-2536,-1.254267003,-2.670096145
1297446,Tipifarnib,1.220063732,0.160567423
910934,Pictilisib,-1.324010753,-1.159342278
924188,TPCA-1,5.381329064,4.400479578
908457,Navitoclax,3.748121308,2.974241103
1299064,GW441756,2.475413777,1.703024602
1330982,SB590885,2.634036578,2.858929176
910209,CI-1040,4.789880004,3.33605378
910944,Nutlin-3a (-),1.476808377,1.725733464
1240129,AT-7519,1.34143165,1.474881337
1240202,FMK,6.355522217,4.96626572
971774,Gefitinib,1.304323536,1.734708141
946382,NG-25,3.61149919,3.276713467
946382,IOX2,-0.263915084,0.510934413
910779,Etoposide,1.238252708,0.403881616
907273,Gefitinib,1.277642196,0.824777175
753531,Erlotinib,-1.863484996,-0.498528243
906831,A-443654,-1.647447695,-1.961806176
905990,Y-39983,6.061857986,5.286366142
906856,CMK,2.30901772,1.424746234
906795,Camptothecin,-2.731473544,-3.743084009
906873,Tanespimycin,-2.539843577,-2.254766282
909715,Pazopanib,3.183007236,2.072070619
1331035,Linifanib,1.252621992,1.682640349
909974,TGX221,2.197187976,1.295980521
906827,Dabrafenib,3.103267809,3.86895496
688087,NVP-TAE684,1.004021518,0.716643934
906863,PI-103,2.554589462,2.735244142
753604,BAY-61-3606,2.725388603,2.385898151
906827,Obatoclax Mesylate,-1.582438028,0.371133723
753614,PAC-1,1.701665972,0.801307569
909248,Rucaparib,1.752035537,2.346990852
907318,Idelalisib,4.381374491,4.793830129
753624,Nutlin-3a (-),4.980821567,4.707897644
907269,Crizotinib,2.647256885,3.147956228
1298145,Belinostat,0.889744592,1.991555095
907318,GW-2580,5.110683692,5.110034467
1480371,Belinostat,5.9276591,4.737972
1660034,Dactolisib,-2.241380782,-2.673662705
909737,AZD8055,-0.086506404,0.09832611
910566,SGC0946,1.267579583,1.031892366
688007,Pictilisib,0.620577968,1.230586919
908440,Tanespimycin,-1.159670083,-2.000624308
946359,Nutlin-3a (-),4.808940385,4.306361901
1240196,GSK1070916,1.128234553,1.848670648
1240207,Amuvatinib,4.219546097,4.228550988
688007,TW 37,-0.404913266,0.995139692
909709,NVP-BHG712,2.432763426,3.003256016
924186,GSK319347A,4.160657761,4.148598837
908460,Elesclomol,1.965857172,-1.071407832
753594,DMOG,6.714418418,6.423729862
909708,JQ1,1.929597128,0.985055954
910924,Zibotentan,5.590160537,5.651044692
1330972,Linsitinib,3.586695762,2.606783881
907319,SB-505124,3.75348607,3.60136706
924102,Masitinib,3.543517287,3.478248225
909731,Saracatinib,2.275700434,2.242809087
907787,Refametinib,3.089246718,3.858595369
688010,CGP-60474,-2.675604115,-2.247931737
910922,PAC-1,0.207675512,0.214716517
908151,XAV939,3.341502305,3.242349022
1298216,GSK429286A,4.216718789,4.11249723
724859,Pelitinib,1.80237931,2.397379332
908476,CP724714,3.980096915,4.791637799
906823,AICA Ribonucleotide,7.825471959,8.489821849
909977,Motesanib,2.385667005,2.603946993
1240154,NU7441,1.191957684,1.116767128
905982,OSI-930,5.784343311,5.654691208
908151,MG-132,-0.844313447,-0.924831673
908130,Pelitinib,3.539731986,2.851828727
910933,Camptothecin,-5.35706957,-3.87096321
908454,Lapatinib,0.922506733,2.190244244
949178,CGP-082996,2.312536503,3.377463897
907320,Bicalutamide,2.389015068,2.550523394
907300,SB-505124,4.165926724,4.237094568
909975,SB216763,5.145355678,4.919568462
1503369,CAY10603,0.838159112,0.581249889
688023,UNC1215,2.399237347,2.146839044
753562,ZM447439,2.688496037,1.657768388
1524416,CI-1040,2.511991924,1.854244941
946367,Ispinesib Mesylate,-1.727779112,-0.998769223
908460,QS11,3.495164421,3.645028462
906814,ZSTK474,0.705365897,-0.051288116
1240173,VX-11e,1.457696412,1.614901015
910548,GW441756,2.990551306,2.112041782
907320,VX-702,3.058446007,2.833730024
1503363,VX-702,3.591383788,3.439777918
907300,MK-2206,2.371299562,0.990786596
1290765,Veliparib,4.753262555,4.783245041
687995,Selumetinib,3.272349931,3.056238446
1290814,CP466722,3.839007846,4.61640364
907169,NSC-207895,2.000410023,2.828429865
909776,IPA-3,6.061840792,5.770516029
1330985,EHT-1864,2.64877862,2.891960292
753573,VX-702,3.579967702,3.010826128
908135,KIN001-270,5.539276358,4.740406777
910849,AZD6482,2.009550261,1.772888839
908457,S-Trityl-L-cysteine,2.01369788,0.752176394
907788,Pictilisib,-0.267239198,-0.048321039
907786,JQ1,-1.224589478,-1.301707443
907312,SB216763,4.335119384,4.152618478
753576,CUDC-101,0.569408847,0.272169582
1240169,Navitoclax,3.063840246,2.418046931
907278,T0901317,3.006317664,3.110385207
687459,AKT inhibitor VIII,1.439009403,2.485808249
907795,CGP-60474,-1.467357247,-0.612837716
907799,Camptothecin,-2.17067474,-2.36808374
1298534,Tamoxifen,4.828679958,4.951949862
1299064,Quizartinib,2.566900903,2.312077649
905954,GSK690693,4.910325546,4.254231348
906844,GSK269962A,2.470136216,1.901824903
908474,Lenalidomide,4.498075263,4.245162099
907176,HG-5-88-01,3.738942995,3.851437685
1327768,Lestauritinib,-1.693471287,-1.710594188
907047,YM201636,2.451253924,2.096607037
906875,GSK1070916,3.162078768,2.222309752
971774,Vismodegib,4.981934313,4.461868522
925347,KIN001-260,4.681957153,5.006941621
1240216,Pazopanib,3.881400275,3.204690799
1298146,Bryostatin 1,-2.265794258,-2.959675517
906696,Amuvatinib,3.816066364,3.741551685
908470,NPK76-II-72-1,5.362885238,4.549641582
1299062,Nutlin-3a (-),4.898792782,4.137705226
688027,WZ3105,-1.516620821,-0.907537439
687568,(5Z)-7-Oxozeaenol,1.028278398,0.61169037
925345,PF-4708671,1.090673235,2.646323947
908457,Serdemetan,2.967432964,2.973044594
1524416,Tubastatin A,5.196049487,4.201095147
1240197,SGC0946,1.919465735,1.913496454
910700,Cabozantinib,3.792516925,2.854350214
905957,MPS-1-IN-1,5.882158105,5.817576833
909777,QS11,2.357572011,2.666504688
908146,Amuvatinib,1.643089598,2.856041932
753546,XMD8-85,3.139068507,3.18107037
949156,PFI-1,2.466665333,3.176208431
907171,Tivozanib,0.422011761,0.464977881
724872,GSK429286A,3.540659274,4.597770426
910544,AZD8055,-1.857570616,-2.271877146
909753,Tubastatin A,4.599799407,5.319419365
910925,KIN001-266,2.455322939,2.447241161
946373,BIX02189,5.080061069,5.202916825
908465,Dacinostat,-3.092321963,-3.309729134
906836,Pelitinib,0.139091793,0.203073091
687596,LFM-A13,5.383437878,4.673204042
907173,IPA-3,3.812546353,4.564487284
1240206,AS605240,3.003286475,2.484276442
925343,Gefitinib,2.173029351,1.743753439
909702,Pazopanib,3.50628574,2.614071262
907281,Temsirolimus,-2.999456187,-3.933401709
905942,Dacinostat,-1.894722945,-0.743549261
1524416,Pictilisib,-0.406329377,-0.223777378
1290769,Sunitinib,5.000489905,4.448846692
924104,NPK76-II-72-1,2.385178183,2.240702976
949153,Lestauritinib,-2.331446271,-3.255137336
1240166,KIN001-260,5.096884905,4.774572991
910779,VX-11e,1.956586745,3.286614205
907065,PFI-1,2.243756273,2.984521107
909905,Pictilisib,-1.058996662,-0.491577019
906855,HG6-64-1,-3.068108684,-4.326210442
907786,HG6-64-1,-2.836680853,-0.844533048
1298222,NSC-207895,2.879780267,3.519212016
687452,FMK,5.185208197,4.517325032
906793,UNC1215,1.771091005,1.875203008
910907,IPA-3,3.278201059,5.472388042
909743,SGC0946,1.593133935,1.365302263
1240218,JW-7-24-1,1.754022759,2.704984084
1323913,Talazoparib,0.188777867,0.537874534
907043,SNX-2112,-3.894336403,-1.83672542
683665,OSI-930,2.576618393,2.931746734
1290905,SB590885,4.562741035,4.422052358
909715,GW-2580,3.520672833,3.953513339
907274,AT-7519,-0.902792179,-1.150742078
906765,SGC0946,1.445666228,1.369101566
1298215,(5Z)-7-Oxozeaenol,1.35962124,0.221014585
687804,RO-3306,3.946306774,3.135462277
949164,KU-55933,2.683626238,3.444814015
910549,KIN001-266,2.798837208,2.731187655
905962,Linifanib,1.479332321,2.036493698
905973,BIX02189,5.733154539,5.7614119
908443,PLX-4720,4.931222081,4.137682873
753623,PD0325901,-1.63636752,-2.979707279
924244,Bexarotene,4.968957189,2.77881564
907794,Tubastatin A,3.679214573,3.661221741
906800,FH535,2.007080358,1.462732632
910943,ZM447439,3.648859698,3.552979558
906847,GSK269962A,3.64362144,2.176447422
905937,JQ1,-1.011402206,-0.421487532
907274,SB-505124,4.421740396,3.734415372
949177,TGX221,4.520806723,3.992424814
906851,JQ1,-0.215112083,-0.995393402
905960,SB52334,5.750365256,5.010199781
910852,Lestauritinib,1.450350569,0.030705666
1303897,PHA-793887,1.60275931,0.651785089
753558,GNF-2,2.150327368,2.485015571
1295740,GSK1904529A,1.725381217,1.182138868
949168,Doramapimod,4.388001839,3.958671519
924108,Temsirolimus,0.271012375,-1.605791692
1524417,Tamoxifen,3.313737695,3.986934039
1297447,XMD13-2,2.082571453,2.358399815
1290722,JW-7-24-1,2.30046456,2.470897944
908472,Y-39983,5.135483435,5.083178232
753569,PFI-1,1.269617775,2.962117084
1240155,Serdemetan,2.430685318,3.148476738
1240222,Enzastaurin,0.247972024,3.832148614
907073,UNC1215,1.866423614,2.167052701
1330950,Dactolisib,-3.078620204,-3.358819532
908132,XAV939,3.119545096,3.175911699
1240185,Zibotentan,5.621738697,5.231971286
910849,DMOG,5.845707691,5.890160542
924110,Lestauritinib,-1.107336018,-0.152036826
949176,XMD14-99,4.504647342,4.414265592
907300,GSK690693,4.390100827,3.494377638
907277,ZSTK474,-2.523018513,-2.357390448
905971,GSK429286A,5.037920421,5.196982425
906820,GSK1070916,0.78860507,1.269505641
1303900,Avagacestat,5.075170391,4.580117313
925345,CMK,1.627685558,0.782207149
1240131,OSI-027,0.013258767,1.537350357
1240198,Elesclomol,-4.460244811,-2.008406038
688087,Doramapimod,3.247524396,4.175340604
687592,Bosutinib,1.050991435,1.832461403
907065,BIX02189,5.618226055,5.607642686
753538,CCT-018159,1.553708828,2.041831194
1240202,Dactolisib,-0.751394243,-1.514949737
1330935,PD173074,2.814475833,1.870798082
724812,Linsitinib,2.624382954,2.56496895
910853,GSK650394,1.059496082,1.564654024
724863,AZD6482,4.61162571,3.842077355
684072,SL0101,3.977108713,4.171169649
1303896,Dabrafenib,3.492660128,2.838674988
687590,KIN001-260,4.85959612,5.309915336
909905,QL-XI-92,3.249666371,3.098970349
907041,Bexarotene,2.004203922,2.465765311
907282,Dactolisib,-2.017205451,-1.294885917
907044,Lestauritinib,0.773372363,-0.359629785
908152,Olaparib,3.992113589,2.761567832
753556,Amuvatinib,2.724851881,3.656096968
907792,AKT inhibitor VIII,3.438230145,2.459447468
905991,Bicalutamide,2.247298391,2.288911652
949174,Trametinib,1.644462721,2.324087445
1240166,GSK1070916,2.683890301,2.482830609
908151,Vismodegib,3.991312805,4.397254089
1240130,Embelin,3.285584976,1.867344639
910926,AS601245,1.087705298,1.13641078
907783,VX-702,0.461718739,1.530000829
1330941,Avagacestat,5.338662748,5.191599977
909697,OSI-930,3.274661397,3.733179806
908129,NPK76-II-72-1,2.643510886,1.898871828
753538,WZ3105,-0.524357828,-0.120534078
688011,T0901317,4.267017119,4.724426958
907290,SB52334,2.952760929,3.441431808
909249,QL-XI-92,2.741469379,2.512863452
906696,Idelalisib,4.274959865,4.402002788
907274,CCT007093,4.239966091,3.925765188
905965,Afatinib,1.411452359,0.555144573
687807,GW843682X,1.300920818,1.339598321
1299059,T0901317,4.642207802,4.720196804
905956,PIK-93,5.775641539,5.170798013
949094,FTI-277,1.054071752,1.664854958
910691,A-770041,4.071920567,2.982593576
1298362,XMD14-99,5.051266003,4.83039231
1330991,KIN001-266,2.760640298,2.832366725
1330941,WZ3105,-0.458347181,-0.318744476
1240192,UNC1215,2.579325338,2.411701331
905944,PD0325901,0.059750916,-0.2925172
909753,Obatoclax Mesylate,-2.52003154,-2.134817299
908125,Amuvatinib,4.098476631,4.013579761
908476,CI-1040,5.763531522,4.270951277
910695,Alectinib,3.595694757,3.55107438
1240201,Afatinib,1.49617028,1.433893473
1240146,MK-2206,3.526597653,1.91327759
909709,KIN001-270,4.478421663,4.96206062
909729,KU-55933,4.302418653,3.610149156
1290765,Dactolisib,-0.657302726,-1.22261896
909728,JW-7-24-1,1.246746914,0.827742655
908471,EHT-1864,2.947290542,2.902597947
909743,KIN001-266,2.79012561,2.105946488
909732,QS11,3.225803741,1.556735718
949170,Ponatinib,2.027776696,1.96953169
910935,NG-25,0.759130811,1.168070368
910569,SB590885,3.744380221,3.577895734
910689,AT-7519,3.322766168,4.412449336
753573,XMD11-85h,4.229498173,4.059612564
724878,GW441756,3.575587953,2.732123541
946359,Lestauritinib,0.50843749,2.38966503
1290722,GSK1070916,3.602205427,3.280720827
905935,Enzastaurin,4.309160224,4.753607923
753616,WZ-1-84,3.301831559,4.550088892
753595,Bryostatin 1,-2.007858262,-2.86666162
753533,PHA-793887,5.116969601,3.572109701
1503369,Nilotinib,2.42695897,2.579116299
906870,DMOG,4.783622343,3.986572949
946368,Cyclopamine,5.414159984,5.277791857
906831,Entinostat,-0.107358109,0.041115614
1240201,SN-38,-4.380166709,-4.820937741
753545,TAK-715,4.928958515,4.649842271
687820,GSK429286A,6.118222378,5.971070686
1240217,CP466722,1.758571998,1.798003123
753620,Belinostat,0.669121819,-0.087222074
907071,HG6-64-1,-0.920504614,0.05260662
906835,PI-103,1.687480302,1.077596627
906851,QL-X-138,1.641940006,1.52810302
1298347,WHI-P97,3.458955961,4.328846985
905981,SN-38,-6.701861947,-4.814569849
687799,GNF-2,1.572899398,1.24861537
1327771,WHI-P97,3.067578876,3.171707828
908444,FMK,3.722531834,4.590605128
907323,(5Z)-7-Oxozeaenol,0.890974631,0.700173082
1240215,AKT inhibitor VIII,1.394713883,1.767198605
753579,NU7441,2.568771446,3.109032226
753595,PIK-93,0.20132635,1.301521897
1240166,Cetuximab,6.23531126,5.486457032
930298,Palbociclib,4.904815857,3.960399591
687995,BIX02189,2.317325241,3.073942653
713869,Camptothecin,-2.18094062,-3.435300554
1240222,Dacinostat,-0.306313654,-1.577122885
910079,PAC-1,2.853952524,2.119212116
907277,S-Trityl-L-cysteine,-0.995863679,-0.629294075
906869,Lestauritinib,1.02900242,-0.974250983
906792,Masitinib,3.025750189,3.076809018
909262,Cyclopamine,5.008471954,4.367807833
909249,AT-7519,-0.759578945,-0.920795328
906872,Fedratinib,0.545059238,0.282284885
910907,DMOG,6.0678479,5.354127706
753563,Bexarotene,4.105010636,3.951294971
1290810,Refametinib,2.455752808,2.504373175
907789,Axitinib,2.03212574,0.880345573
907291,FTI-277,2.052701715,1.823009326
1290769,XAV939,3.67375524,3.543243399
1479987,Doramapimod,3.840450977,3.713213508
909750,Midostaurin,-0.658092457,-0.653342407
908451,Cyclopamine,4.830212748,4.77595766
909720,PFI-1,1.34904217,1.897393079
1240184,Ispinesib Mesylate,-3.371923959,-2.257306192
1524417,YM201636,4.636963403,3.607864465
909761,PI-103,4.577742226,2.295002156
1480359,AZD7762,-1.102902843,-0.533552967
906824,Quizartinib,1.602173461,2.075246735
908473,GSK650394,5.677847624,5.743958737
905982,LFM-A13,4.994636321,5.12247708
907171,NSC-207895,2.180102535,2.813782885
1479995,I-BET-762,4.936298217,3.986933302
908455,GSK650394,2.934233586,2.742688978
949153,VX-11e,2.027981805,1.273018282
907282,HG-5-88-01,4.865269159,4.124822919
687985,Avagacestat,4.545143436,4.615234888
905981,Linsitinib,1.96489795,2.175469532
909257,Belinostat,0.164361321,-0.299215784
1327769,Alectinib,3.773230556,3.013626661
1240160,GW441756,1.400719764,2.880303233
1298358,Lestauritinib,-1.717466561,-0.79042166
905974,Zibotentan,5.149035355,5.216949461
722058,LFM-A13,5.315992697,4.891165682
687815,BMS-345541,3.871945619,3.685061771
1240189,XMD13-2,1.476263058,1.897797156
1480362,AZD8055,0.627709491,-0.263442474
1298529,KU-55933,4.57084099,4.231630568
949165,TGX221,4.602205443,3.583578845
906746,Tivozanib,0.515559187,0.295065252
907314,SNX-2112,0.379677057,0.958543614
1240174,OSI-027,1.596149157,0.736611583
910911,XMD14-99,5.400461909,5.048739358
907791,FR-180204,3.803253819,4.090573923
687506,I-BET-762,5.189309145,5.315905987
909701,YM201636,1.317220827,0.297797621
1330993,PD0325901,-1.003541749,-1.183566856
949174,Enzastaurin,2.630690971,3.887529712
753592,CCT-018159,3.425578494,1.955506423
905934,JQ1,2.079040389,1.377444336
1240130,CAY10603,0.738998829,0.608561908
1240168,Linifanib,1.800830554,2.106467244
910941,PD0325901,1.5503841,0.628745352
749713,WHI-P97,3.962878828,3.738880849
910921,XMD8-85,2.071359248,1.544302808
1299052,Linsitinib,1.829399632,1.660579484
907790,MK-2206,0.001657223,0.471803951
753622,Sorafenib,1.27044865,1.608797615
1303912,T0901317,5.133754134,5.428070537
907322,TGX221,4.695822262,3.999062233
909976,Tipifarnib,2.061566837,2.111521395
1240187,Cabozantinib,3.986057352,3.725728093
907041,Dactolisib,-2.549435791,-2.818667018
1240189,SB52334,1.916599124,3.276094211
910568,Tubastatin A,5.373515279,4.513281563
687455,Rucaparib,4.445297204,3.828488098
753578,PFI-1,1.955564885,1.391099178
907795,Ruxolitinib,4.409171034,3.932306316
908469,UNC1215,1.363552697,2.191555221
908451,GSK650394,4.041387603,3.497567018
946358,Lapatinib,2.592473182,2.731278787
1327768,Tipifarnib,1.622054277,0.826040621
687980,CP466722,0.911566573,1.482809099
908129,Idelalisib,3.549603001,4.091722533
687506,XMD11-85h,3.170209429,4.17009203
925343,Dabrafenib,4.645652893,3.612657133
1503362,AR-42,-2.576447516,-1.786421318
905952,Quizartinib,1.609978649,0.887604091
906853,Bexarotene,4.697945814,3.851040978
1298358,AT-7519,3.337229409,2.871487239
949165,Entinostat,0.334745946,-0.436037361
1298534,Cabozantinib,3.411224561,3.611904003
924187,Pictilisib,1.904808438,1.910304986
1297439,KU-55933,5.537139296,5.172969465
1240170,AICA Ribonucleotide,7.509838978,7.891870225
924105,Fedratinib,-0.303583987,0.270095281
1330972,AS605240,2.986418425,3.890802365
1298219,Tivozanib,0.561337754,0.771883421
907317,WZ3105,0.744114881,1.166993609
1298219,FH535,1.710489335,1.869942029
946356,Motesanib,3.309531123,3.036971237
909255,QL-X-138,-1.535010607,-1.19386467
946354,Bosutinib,1.047863219,1.028360319
909724,CI-1040,0.914381599,0.988492202
753579,MPS-1-IN-1,3.995236892,3.643769315
906693,SN-38,-4.025592224,-3.364892902
909250,DMOG,7.136547086,5.299062255
906804,NSC-207895,3.616897113,2.319777949
909731,QL-XII-47,1.654685,1.581754449
905984,Embelin,2.730517551,2.857721859
906831,SN-38,-4.928882516,-4.420991099
1290765,Amuvatinib,5.378811262,5.464558289
907045,WZ3105,-0.160910545,0.343574222
908445,Dabrafenib,4.023220121,3.691203982
1290906,AZD8055,2.293677546,1.597275413
753549,Omipalisib,-1.61786474,-2.522907976
688013,KU-55933,3.494065185,3.835071231
724873,FMK,5.783332505,5.470266455
910549,IOX2,0.680794598,0.157928642
949177,XMD11-85h,3.973123215,3.244676945
909264,TW 37,-0.264159495,-1.031050034
753558,BMS-509744,2.239047367,2.755235496
910947,XMD8-85,1.32721589,1.544289175
753588,Afatinib,2.151911741,1.986878491
909720,Lestauritinib,-3.517323383,-2.337774185
909758,Imatinib,3.351578428,3.244490259
724874,Pelitinib,4.102424054,4.868890865
906832,Fedratinib,1.323097133,1.620913528
1330984,Elesclomol,-4.114464213,-1.614035838
905952,Pictilisib,0.567421625,-2.071163315
949158,Tivozanib,-1.212022572,0.023720422
1290812,GSK1070916,2.463679588,2.740306523
971773,FH535,2.297761299,2.057002859
753563,AZD7762,0.501071382,1.166126133
1303912,GSK690693,5.698493606,4.620722716
1299075,GW843682X,-2.767705954,-2.676208265
688014,JQ1,1.798808943,1.520493729
907300,Dactolisib,-1.614449126,-2.039604684
724878,SB590885,3.88313326,4.550465211
687596,RO-3306,2.905743112,3.36324261
905972,ZM447439,2.709531358,1.846034079
906817,Idelalisib,5.701103524,5.207904039
1240210,Lenalidomide,3.093423814,3.332815517
906817,CAY10603,5.995351148,5.098843387
910927,Obatoclax Mesylate,-2.599650603,-1.868838582
907277,Selumetinib,2.238807869,1.922456148
905985,Ruxolitinib,4.400310824,4.056966292
906795,GSK1070916,3.159968726,3.397770406
910952,AR-42,-0.664663922,-0.268244108
688018,EHT-1864,5.319609736,4.244362052
908475,Talazoparib,2.042689458,2.366520159
687983,KU-55933,4.904577587,4.525169768
1290795,Talazoparib,1.609238047,0.890805385
907175,PHA-793887,-0.077075697,0.224771515
1240167,BAY-61-3606,2.742800744,2.642563946
1240221,I-BET-762,1.984588396,3.15133647
910930,Fedratinib,1.129602764,1.246229844
907286,Talazoparib,0.754649736,1.078452557
1240173,CMK,2.467106256,2.655567353
1330942,WZ3105,1.823729049,1.705434447
687799,AKT inhibitor VIII,1.265742201,1.13306812
910920,VX-11e,2.43127608,3.238349277
906846,WZ3105,-2.662163347,-1.827225197
925340,Axitinib,1.766891801,2.101056547
907787,Quizartinib,0.631642176,1.170068153
908136,WZ3105,-1.891479892,-2.021243761
753576,Quizartinib,2.752493671,2.772586719
907072,Selumetinib,2.063974103,3.392488916
